text,predicted,true
"renee zellweger stars as sonia , a young jewish wife and mother frustrated by the constraints of her hasidic community in brooklyn . 
her husband ( glenn fitzgerald ) is a religious scholar whose all-in-a-day's-work attitude on sex fails to tame the "" fire "" she feels within , as so she confesses to the rebbe ( after hearing her fiery confession , the rebbe suddenly gets frisky with his pleasantly surprised wife--and dies the next morning ) . 
sensing her frustration , her husband's brother ( christopher eccleston ) gives her a job in his jewelry brokering business in exchange for raw , passionless sex that just fans sonia's still-burning flame . 
on the job , sonia befriends ramon ( allen payne ) , a cool blast of hunky puerto rican water who does his own jewelry designs when not working as a grunt in an upscale jewelry store . 
can fire-taming be far be that far behind for the ever-smoldering sonia ? 
just about everything in writer-director boaz yakin's rings false , starting with the improbably cast zellweger , who does an adequate enough acting job but simply looks too waspy for the role . 
a better fit would have been julianna margulies , who outshines zellweger as sonia's take-no-crap sister-in-law . 
some of sonia's baby steps toward liberation , such as indulging in a non-kosher egg roll in chinatown , come off as silly . 
yakin attempts to spice up the proceedings with a touch of magical realism--in the form of the recurring presence of sonia's long-dead brother's ghost--make the story feel even more trite than it already is . 
 "" i didn't know what to expect . 
it's like something you chase for so long , but then you don't know how to react when you get it . 
i still don't know how to react . "" 
--michael jordan , on winning his first nba championship in 1991 . . . or , 
my thoughts after meeting him on november 21 , 1997",1,0
"first and foremost i think this movie comes to grief at the hands of the pg rating it's been given . 
for those of us who haven't read the james lee burke novel that heaven's prisoners is based on , do not rabidly go out and buy tickets to movies featuring the combined talents of alec baldwin and eric roberts , feel vaguely depressed by the notion of swamps , gangsters with louisiana accents , plots , sub-plots , more plots , and well , really just want to see teri hatcher naked , this is one movie you're going to worry the price of admission over . 
hopeful still ? 
well , let me share my moment of sheer panic , and then the cold enervation of the big let-down when a semi-robed hatcher purrs to alec baldwin , "" what do you think of my butterfly ? "" . 
butterfly ? , 
i asked myself , what butterfly ? ! 
and then it hit me . . . 
the scene had been snipped ! 
damn you , godless pg rating , show us her butterfly ! ! 
we want to see the goddamn butterfly ! ! ! 
so . . . 
no naked teri hatcher . 
forget about that . 
okay ? 
now . . . 
heaven's prisoners is about ex-alchoholic ex-cop dave robicheaux ( alec baldwin ) who's trying to discover life anew running a bait shop and boat hire business with his loving , down-to-earth wife annie ( kelly lynch ) . 
everything dull , but hunky dory until a plane carrying illegal immigrants crashes almost ontop of the couple while they're on their boat . 
the plane nosedives into the water and sinks , but from its wreckage robicheaux rescues a little pixie-faced salvadoran girl whom he and his wife immediately decide to adopt . 
what they don't realise is that the plane's pilot was also a drug dealer , and that the plane had been sabotaged by the latter's erstwhile colleagues . 
when robicheaux discovers this , he predictably , against the advice of his wife , a well-meaning dea agent , and two gangsters who rough him up , begins 'poking his nose where it don't belong' , we know that the man deserves all the misery he's going to get . 
the question now is whether or not you want to be dragged along for the ride through a tedious , meandering yet utterly suspenseless plot with an unlovable hero as your guide . 
as dave robicheaux , alec baldwin is fat . . . 
no seriously , this is not the svelte , thinking man's hero of the hunt for red october , it is an out-of-shape guy who doesn't look too good in a roof-top chasing scene . 
he's also unconvincing in the movie's dramatic moments , acting with what as far as i can tell is a steven segal-like economy of expression . 
three-quarters of the way through the show , while you're probably waiting for the next scene in a bar where robicheaux contemplates succumbing to the temptation of the whiskey bottle , getting drunk and beating up someone or getting beaten up , you'll want to beat on him a little yourself . 
on the other hand , mary stuart masterson ( some kind of wonderful , fried green tomatoes , benny & joon ) cast as a down-and-out stripper who has her fingers broken is quite a breath of fresh air , with just the right mix of cynicism , warmth , insecurity and humour to be the movie's only endearing character . 
eric roberts as bubba rocque , always believable as the woman-abusing bad guy who knows how to box ( see final analysis , coincidentally also directed by phil joanou ) is believable here as the woman-abusing bad guy who knows how to box . 
and lest we forget teri hatcher's role in all this , this being her rather well-publicised paid vacation from playing lois lane on tv's "" adventures of lois & clark "" . . . 
she is totally ridiculous as rocque's manipulative and seductive cajun wife , coming across as devious as a mildly disgruntled au pair who's trying to get back at an employer who hasn't been giving her enough days off . 
it's probably safe to say that her day job beckons . 
and at the end of our day , none of this is really worth 2 hrs and 12 minutes of our personal misery . 
the flying inkpot's rating system : * wait for the video . 
 * * a little creaky , but still better than staying at home with gotcha ! 
 * * * pretty good , bring a friend . 
 * * * * amazing , potent stuff . 
 * * * * * perfection . 
see it twice .",1,0
"capsule : trippy , hyperspeed action machine from hong kong's accomplished tsui hark . 
van damme and rodman have nice chemistry , the stunts are eyepopping , and stuff gets blowed up real good ; what more do you want ? 
i admit i was all set to loathe double team ; it reeked of cheapjack timing-oriented marketing ( stick dennis rodman in a movie , quick , while he's hot , and do something about jean-claude van damme's flagging career while we're at it ! ) . 
surprise -- double team transcends its dumb roots and turns out to be a mess of fun . 
bring some friends , get some pretzels , and have a blast . 
van damme is jack quinn , an ex-agent who is brought back in for "" one last mission "" -- you'd think any spy worth his shoe phone would run like hell when he hears those words . 
but van damme's character has a pregnant wife who's also a sculptor , and some unpleasant pressure gets used to get him to come through on this mission . 
he's been assigned to take down an old enemy , a terrorist named stavros ( mickey rourke , looking oddly subdued ) , who may be back up to his old tricks . 
in the first showdown between quinn and stavros , the movie wears its ambitions proudly on its sleeve : nonstop action . 
an amusement park , a hospital , a private "" retired spy "" 's retreat , most of rome , various houses , planes , cars and other modes of transport , and the coliseum ( ! ) 
all become arenas for some of the most bone-rattling shoot-outs and punch-outs filmed . 
they are better seen than described and are reason enough to see the film : one jaw-dropping scene has van damme taking on a man who uses a switchblade with his * feet * . 
 ( van damme is a good , dextrous athlete and fighter , but he is often upstaged . ) 
there are other nice touches . 
stavros and quinn both want the same thing : to retire in peace with their families . 
that ambition ties them together in various ways , and also humanizes them a bit . 
one of the things about hk action movies is that there's always some form of human element , and that's carried over into this movie as well . 
it gives weight to scenes that would otherwise be forgettable . 
also good is dennis rodman , playing a weapons dealer named yaz -- a character who sticks out like a fistful of broken fingers and who is funny just standing there . 
rodman is natural on screen ; he's fun to watch , especially when slinging bad guys like basketballs , and deserves to get a movie of his own , based on what's seen here : a lightweight , fast-moving entertainment that showcases all of its pieces excellently .",0,1
">from the commercials , this looks like a mild-mannered neil simonesque tale with mary tyler moore baring her bra touted as the highlight . 
instead it turns out to be a hilarious film running in high gear from beginning to end . 
the concept is deceptively pedestrian . 
an adult adopted son is looking for his biological parents and encounters eccentric characters along the way . 
the movie demonstrates just how far a good script and actors can take a mundane idea . 
the son and his wife take off on the search accompanied by a woman from the agency who located his parents . 
following one dead end lead after another , each funnier than the previous , they eventually end up in new mexico with his real biological parents : alan alda and lily tomlin . 
it's difficult to condense the mile-a-minute plot . 
seemingly hundreds of scenes jump on top of each other without giving you a chance to recover from the last one . 
without giving too much away , one of the better episodes involves a gay federal alcohol , tobacco and firearms agent attempting an arrest while tripping on lsd as his bi-sexual partner is upstairs licking the armpit of a woman while her husband is in the next room seducing their traveling companion . 
and it's all done in a fairly clean , almost ( well , maybe not exactly ) family fare manner . 
a grand cast ( tomlin , alda , moore , ben stiller , patricia arquette , tea leoni , george segal ) interacts in a seamless parade of laughs . 
drawing from a more hyper woody allen style , the film succeeds beyond expectations .",0,1
"charlie sheen stars as zane , a radio astronomer who listens for sounds from other lifeforms . 
when he finally gets one , his boss destroys the tape and fires him . 
naturally , zane is not ready to give up , and he comes up with an ingenious way to do this himself . 
he is aided by a young neighborhood kid and they discover that the sound is coming from mexico . 
so zane goes down there to investigate , and runs into a lady studying why the temperature of the earth has dangerously risen so suddenly . 
zane is having marital problems at the time , and an offer by her to spend the night with him is very tempting . 
hearing charlie sheen deliver the line , "" i guess there is something to be said for celibacy "" is the funniest thing i have ever heard in a movie since matthew broderick discussed asexual reproduction in wargames . 
this is just the setup , and i don't want to give too much away , because a large part of the movies fun is the surprises . 
charlie sheen , who has had a rocky career as of late , is in top form here . 
he is funny , serious , and determined to accomplish his goal . 
sheen's absolutely terrific performance is another big plus to this movie . 
the story is ingeniously devised by twohy , who also wrote and directed the equally clever cable movie grand tour : disaster in time . 
the films major flaw is a very slow pace , and not much happens in the earlygoings . 
viewers may be growing restless for a while , but trust me if you stick around and keep your head in it , you will have a good time .",0,1
"disney's 35th animated feature-- a retooling of the olympian legend crossed with , well , the superman story-- is surprisingly soft at the center . 
great wit , great art , and a great villain ( james woods as hades , lord of the underworld and local lounge act ) can't quite stifle the yawns induced by a bland hero , his colorfully monotonous sidekick ( danny devito as the satyrical trainer phil ) , and a largely unremarkable soundtrack . 
 ( none of the alan menken/david zippel tunes are particular- ly noteworthy . 
some lack lyrical snap . 
others need more memorable melodies . 
boring ballads we expect , but boring production numbers , too ? ) 
so , hercules is a bit of a long sit , but you won't stay bored . 
the highlights include a nifty round of animated action ( herc battling a cgi hydra ) , a steady stream of anachronisms ( "" somebody call ix-i-i "" ) and pop references ( "" let's get ready to rumble ! "" ) a la aladdin , and several long-overdue jabs at the mouse's marketing and merchandising depart- ments . 
while not as rock-solid as hunchback , it's a still a new world of improvement over pocohontas . 
directed by ron clements and john musker , with voice credits including tate donovan , susan egan , bob goldthwait , matt frewer , samantha eggar , paul shaffer , and , as lighting bolt zeus , rip torn , who's having a very good summer , also appearing in trial and error and men in black .",0,1
"usually when one is debating who the modern queen of the romantic comedy is they will bring up names like julia roberts or sandra bullock . 
others will mention meg ryan . 
but for me , it's not even close . 
janeane garofalo is not only the queen of the romantic comedy , she is the best comic actress in hollywood right now . 
and it's a good thing she's starring in the matchmaker , because without her presence the movie would be bland , unfunny , and dull . 
garofalo stars as marcy tizard , a top aide to boston senator john mcglory , who is suffering in the polls . 
in an attempt to capture the irish vote , he sends marcy on a mission to a small irish town called ballinagra in search of other mcglory's that never moved to america . 
unfortunately for marcy , her visit coincides with the town's annual matchmaking festival . 
things get off to a rocky start for marcy though . 
she has no hotel reservations ( for no rational reason ) and the tiny confined room ( tired old cliche' ) she has to stay in has a visitor in her bathtub . 
his name is sean , and marcy finds him repugnant at first , so you can obviously tell where this is headed . 
the movie runs into a few roadblocks . 
for instance , the story is very thin . 
none of the characters ( except the old local matchmaker ) are nearly as interesting as garofalo . 
some of the characters , like the political aide played by denis leary , have wandered in from a completely different movie . 
i think the director realized this and decided to throw in numerous shots of the beautiful irish scenery , and several close-ups of garofalo's winning smile . 
the strange thing is that it works . 
garofalo's charm and the irish scenery could carry the thinnest of stories , and it carries this one .",0,1
"susan granger's review of "" the closet "" ( miramax films ) 
in this hilarious french farce , a shy , boring accountant ( daniel auteil ) named francois pignon discovers he's going to be fired from his job at a condom factory . 
lonely and distraught , he contemplates suicide . 
but then he runs into belone ( michel aumont ) , an elderly homosexual neighbor , who suggests a "" sex discrimination "" lawsuit to intimidate management . 
as evidence , belone concocts provocative photographs of pignon locked in a leather-clad embrace with another man and mails them anonymously to pignon's boss . 
when the racy snapshots start circulating around the factory , not only does pignon get his job back but he suddenly finds himself the focus of attention as an openly gay man . 
his lusty supervisor ( michele laroque ) is so intrigued that she wonders if , perhaps , she could change his sexual preferences . 
even his ex-wife ( alexandra vandernoot ) and indifferent teenage son ( stanislas crevillen ) drop their disdain . 
but not everyone is enchanted . 
a mucho macho co-worker felix ( gerard depardieu ) , a self-righteous homophobe , is stunned and repulsed when he's forced by the pr director ( thierry lhermite ) to grovel and court pignon's friendship or risk losing his own job . 
writer/director francis verber artfully milks the farcical comedy as he dissects the hypocrisy of political correctness , veering off-track only occasionally into pedophilia . 
daniel auteuil ( "" the widow of saint-pierre "" ) is delightful - particularly with a blown-up condom perched on his head , riding on a float in a gay pride parade - and gerard depardieu delivers one of his most restrained , and effective , performances . 
on the granger movie gauge of 1 to 10 , "" the closet "" is a frankly sexual , adult 8 . 
it's so clever , in fact , that hollywood is already planning to re-make it in english , like "" la cage aux folles . """,0,1
"jarvis cocker of pulp once said that he wrote common people after noticing mike leigh box-sets on the video shelves -- he had a feeling that economic deprivation was becoming a tourist experience for the well-off . 
maybe it's a classic case of displacement : it's easier to see jarvis' own lyrics ( obsessed with acrylic and wood chip on the wall ) as a fetishization of lowlife , rather than leigh's films . 
but it's worth being reminded that drab interiors and a couple of working-class characters don't make for a guarantee of 'authenticity' , let alone a good film . 
it's the triumph of secrets & lies , then , that it goes beyond gestures of sympathy for the common people into a probing of just what it means to seek 'authenticity' and honesty in everyday lives . 
following her adopted mother's funeral , hortense , a young black optometrist , sets out to find her birth mother , and is disturbed to find out that she is white . 
it is cynthia , a factory worker who lives in a shabby house with her perpetually moody daughter roxanne . 
cynthia's younger brother maurice is a successful photographer who has not seen his sister for ages , largely because of his wife's animosity towards her . 
hortense calls up cynthia , who initially breaks down in tears and refuses to see her . 
but their mutually suspicious meeting gives way to a warm friendship eventually . 
cynthia invites hortense to come along to a party , which maurice is hosting . . . 
secrets & lies has a simple enough theme at its heart -- as one character puts it , "" best to tell the truth , isn't it ? 
that way nobody gets hurt . "" . 
but if the film delivers much more than a trite message , it's because we are also shown how hard it can be to face up to ugly truths , even while the evasions and unspoken grievances slowly choke us . 
hence , cynthia's difficulty with acknowledging ( first to herself , then to others ) that hortense is her daughter . 
one of her first reactions to seeing hortense is a sincere denial that she has ever "" been with a black man "" , before a long-suppressed memory seizes her . 
at the party , cynthia's pretense that hortense is her factory co-worker leads her to ever more convoluted lies , as agonizing as they are funny . 
little lies seep into every corner , like maurice pretending that he's "" just dropping by "" when he visits cynthia after much deliberation . 
maurice's job as a photographer gives the film opportunities for side comments on the main theme - a sad-looking bride that maurice coaxes to smile , a couple who pose awkwardly with a prominent wedding ring and argue about his spectacles . 
one of the most startling images is of a beautiful woman with large scars on her face : she says she needs the photo to look "" as bad as possible "" to collect insurance money , yet the short scene leaves you wondering about what untold story lies behind the scars . 
there are occasionally hilarious moments , as when cynthia attempts to give her daughter some unwelcome advice on contraception , "" i've got a dutch cap floating about somewhere upstairs "" ; or when cynthia stares at her own rather pedestrian legs and tells roxanne , "" if you've got it , flaunt it , is what i say . "" 
as played by brenda blethyn , cynthia comes close to being a caricature , with her nervous , somewhat disconnected way of talking . 
but she's really just right for the role of someone who inspires sympathy and yet strains the tolerance of those around her , precisely because she's so needy of love , perhaps . 
indeed , the whole cast gives warmly rounded , detailed performances . 
the script was developed partly through improvisations , and the fusion of cast , script and director shows best in the party scene - seemingly everyone is talking at the same time , and yet many subtle observations are being made throughout . 
in a very different way , but also using a long single shot , the scene of hortense and cynthia's first meeting in a lonely caf=8a achieves a touching intensity , all the more for their reticence and unspoken feelings . 
the film's climax - with all the secrets and lies finally spilled out in ibsen-esque revelations , and everybody hugging each other - is the one thing that seems false about this film . 
however , it's a film that truly earns its happy ending after the misery and repression of the character's lives . 
when cynthia says near the end , this is the life , innit ? , you get the sense that , following the cynicism of his last film naked , leigh has rediscovered that life can be sweet after all , without comforting illusions . 
the flying inkpot's rating system : * wait for the video . 
 * * a little creaky , but still better than staying at home with gotcha ! 
 * * * pretty good , bring a friend . 
 * * * * amazing , potent stuff . 
 * * * * * perfection . 
see it twice .",0,1
"if you've ever perused my college comedy diary "" another year in the life of a nerd "" ( i never run out of cheap plugs ) , you know i didn't get along with my first-semester roommate too well . 
in fact , during the three-week period between thanksgiving and christmas break , i said a total of four sentences to him . 
so when i saw in the residence hall cable listings a movie called roommates , i envisioned 90 minutes of conflict between a couple of bickering young adults trapped in a 10 x 13 foot dorm room . 
then i saw that the star of roommates is peter falk . 
scratch that idea . 
but i still say someone should film the story of two college roommates whose relationship is less than ideal . 
of course , in my case it would be a silent picture . 
even without the college element , i still decided to watch roommates because i had absolutely nothing to do , unless you count studying for final exams ( and who does ? ) . 
i'm glad i did . 
peter falk's performance was actually what made the movie . 
and this is a guy i never considered a real actor , more like someone who went around in a trenchcoat solving prescripted mysteries . 
falk pleasantly surprised me here , permanently earning my respect , so all you "" columbo "" fans who think i live to insult the guy can just falk off . 
falk plays rocky , a 107-year-old polish baker who raises his grandson after both the kid's parents die . 
the movie begins with the mom's death and the son moving in with his grandparents . 
after a couple stops along the son's journey to manhood , roommates progresses to the present day , with the grandson a surgeon and rocky in a condemned house he refuses to leave . 
the surgeon reluctantly offers the only possible solution -- rocky will have to move into his place , the basement of a building rented by a group of chinese students ( "" communists ! "" ) . 
the movie spans nine more years of rocky's relationship with his grandson , and the trials posed when the grandson meets and falls in love with--gasp--a woman , and starts spending all his time with her . 
so , in his grandson's absence , rocky turns his pursuits to professional boxing , achieveing the world heavyweight title in a climactic fight with apollo creed . . . 
or am i confusing movie plots again ? 
roommates has an almost epic feel to it , covering several generations of a family with one fiesty immigrant who refuses to die . 
death , though , knocks at the door of almost every other major character in the the movie . 
roommates has about as many casualties as the first halloween . 
the number can't be counted on one hand , unless of course you're the victim of some hideous genetic mutation . 
and you can probably guess who says farewell to planet earth at the end of the movie ( no , not duran duran ) . 
i won't come out and say it . 
instead , i'll just sit here and hum "" eye of the tiger "" until each and every one of you figures it out . 
roommates plays on all the major emotions . 
it knows when to make you laugh and when to make you cry . 
movies that can perfectly mix comedy and drama are always hits with the audience , even though this one bombed at the theaters . 
my point ? 
there are no absolutes . 
or , another possible point , peter falk just isn't such a great box office draw . 
either way , this is still a good movie and you should give it a chance like i did , whether you hate your roommate or not .",0,1
"krippendorf's tribe is a formula comedy . 
done poorly , formulaic comedies might seem to signify the downfall of american cinema . 
however , every now and then , one emerges , like krippendorf's tribe , that actually works . 
professor james krippendorf ( richard dreyfuss ) , the renowned anthropologist , is in trouble . 
his university gave him a hefty grant to discover a lost tribe in new guinea . 
however , he found . . . nothing . 
his wife has recently died , and he has spent the remainder of the grant money in raising his three kids : shelly ( natasha lyonne ) , mickey ( gregory smith ) and edmund ( carl michael lidner ) . 
tonight , he is expected to lecture on his newfound tribe . 
rather than break the news ( and face the consequences of misusing his funds ) , he invents a tribe : the shelmikedmu ( named after his kids ) . 
however , one lie begets another as he is not only required to deliver filmed proof of the shelmikedmu , but his research becomes a popular phenomenon . 
soon , professor krippendorf is caught up in an elaborate ruse in which he films mockumentary footage starring his children as the shelmikedmu tribal members . 
his efforts are hampered by the boasts of an over-eager colleague , veronica micelli ( jenna elfman ) , and the intense scrutiny of a rival anthropologist , ruth allen ( lily tomlin ) . 
krippendorf's tribe does seem to require a little suspension of disbelief . 
no one seems to question the way his field documentaries seem to be shot with multiple cameras , or that his newly discovered tribesmen have startlingly blue eyes . 
luckily , as the film builds momentum , that suspension of disbelief is easy to come by . 
though there's some mild humor in the krippendorf family trying to pass themselves off as a lost tribe , the real humor of the film is in how james gets trapped in his ever increasing snowball of lies . 
the double meanings to many of the shelmikedmu appearances are enjoyable , and the comic timing required for some of the film's latter scenes is superb . 
richard dreyfuss is terrific as the hapless professor who soon loses control of his own imaginary tribe . 
jenna elfman's position as a romantic lead seems a bit forced at times , but she plays the part with extreme affability . 
even the kids , who in films like this tend to be a bit on the precocious side , are endearing and humorous . 
yes , the film does veer occasionally into some rather lowbrow humor , but it has the best excuse of all : it's funny . 
it may not go down as an all-time classic , but it certainly delivers what you expect from a comedy : plenty of laughs .",0,1
"hilarious , ultra-low budget comedy from film school dropout kevin smith chronicles a day in the life of two convenience store slackers ( brian o'halloran and jeff anderson ) . 
they spend most of their day ignoring customers while discussing everything from fellatio to self-fulfillment . 
the premise is strictly sitcom and the photography is grainy as all get-out , but you could spend ten times the film's budget ( a reported $27 , 000 ) and still not get dialogue half as good as this . 
originally rated nc-17 for language . 
not recommended for viewers with sensitive ears . 
killing zoe =========== 
remake reservoir dogs as a french art film and you're halfway to killing zoe , writer/director roger avary's slow-moving story of a failed bastille day bank robbery . 
eric stoltz stars as an american in paris who gets in * way * over his head when hooks up with a band of nihilistic bank robbers . 
he's the safecracker who's blissful unaware that the bank job is a botch job from the word go . 
though intriguing on all fronts , the film is paced at half the speed of pulp fiction , which avary co-wrote with quentin tarantino . 
in english and french . 
the road to wellville ===================== 
based on the novel by t . coraghessan boyle , the road to wellville doesn't go very far . 
bowels , bowels , and more bowels are explored by dr . john harvey kellogg ( a buck-toothed and bespectacled anthony hopkins ) , who , in the early 1900's , advocated abstinence , vegetarianism , and frequent defecation . 
he also invented the cornflake . 
really . 
checking-in to kellogg's battle creek sanitarium are matthew broderick and bridget fonda , just two of the many well-known faces in this failed comedy . 
leave your laughter at the door and you can marvel at the unfunny antics of john cusack , michael lerner , lara flynn boyle , john neville , and dana carvey . 
the art direction is impeccable and some of the early sequences are amusing , but the novelty quickly wears off as writer/director alan parkers tries his darnedness to turn doo-doo into drama . 
what he ends up with is something that i can't print here . 
phew ! 
stargate ======== 
lawrence of arabia meets star wars . 
this epic sci-fi film is more sheer spectacle than anything else . 
director roland emmerich ( universal solider ) shamelessly rips off lucas and spielberg and just about any other cosmic cliche that he can lay his hands on . 
the film is overlong , the characters are cardboard , and the script is filled with some of the most laughable details in modern sci-fi history . 
that said , there's still plenty to watch here . 
sci-fi fans should enjoy the sculpted sands , the morphing headdresses , and a surprisingly spunky james spader . 
he plays the egyptologist who gets to prove his theory that that "" somebody else "" built the pyramids . 
less interesting are co-stars kurt russell and jaye davidson of crying game fame . 
star trek generations ===================== 
trek fans may be more forgiving , but , for the rest of us , the sluggish star trek generations is a mixed bag at best . 
the story is interesting , but each scene goes too long . 
the cast is earnest , but the direction lacks punch . 
and so on . 
 ( the best example of the latter is a klingon comeuppance that delivers none of the impact of a similar scene in star trek ii . ) 
original enterprise captain james t . kirk appears on both ends of the story , though they cut the scene where shatner turns to the screen to plead "" get a life . "" 
remarkably unremarkable . 
miracle on 34th street ====================== 
in a season of the specialist and pulp fiction et al , maybe a remake of miracle on 34th street * is * necessary . 
john hughes certainly believes in santa claus and his les mayfield-directed production does nothing to tarnish the memory of the 1947 original . 
the romance between costars dylan mcdermott and elizabeth perkins doesn't work too well , but the film makes a strong case that richard attenborough is the definitive kriss kringle . 
his chemistry with children can moisten any eye . 
no claus for alarm . 
junior ====== 
arnold schwarzenegger pregnant ? 
sure , billy crystal did it before in rabbit test , but the sight of schwarz with a bulging belly is a casting coup comparable to dustin hoffman in tootsie . 
what should be nothing more than a one-joke premise actually gets better as it goes along . 
director ivan reitman ( dave , twins ) wisely keeps the farce to a minimum , so the first hour moves slower than you might expect . 
don't expect too many yuks from danny devito , but you can't beat those early romantic scenes between emma and arnie . 
how's * that * for a collision of acting styles ?",0,1
"expand the final fifteen minutes of home alone into a feature-length film and you've got baby's day out--an agreeably amusing children's comedy about a bumbling band of kid kidnappers who are unwittingly outwitted by an innocent infant . 
the plot tracks a trio of crooks-posed-as-photographers ( mantegna , pantoliano , haley ) who steal nine-month-old bennington august cottwell iv , aka baby bink , from his old-money home . 
but the plan goes awry when baby crawls out an open window and into the streets of downtown chicago ! 
following the path of his favorite story , called "" baby's day out , "" baby rides a bus and visits the zoo and winds up at a skyscraper construction site . 
while baby stays unscathed , the crooks fare worse for the wear . 
the stooges get hit by boards and dropped from roofs and , of course , suffer multiple crotch injuries . 
 ( john wayne bobbitt should probably steer clear of this one . ) 
like he did in planes , trains , and automobiles , john hughes again demonstrates his mastery of the simple set-up and extended execution . 
here , he's aided and abetted by a director , patrick read johnson , whose choreography could rival a coen brother . 
best bit : baby crawling across a busy city street . 
baby's day out has only two emotions--awww and ouch--and the actors play them accordingly . 
forget the cartoon concern of lara flynn boyle or cynthia nixon , disposable as mom and nanny , respectively , the ones to watch are the ones who are wincing . 
joe mantegna is a great head stooge , barking lines like "" that little doo-doo machine is my retirement money . "" 
brian haley has a great scene with a gorilla , while joe pantolianto plays curly to mantegna's moe . 
 * he * is funny . 
needless to say , twins adam and jacob warton are adorable beyond belief .",0,1
"lean , mean , escapist thrillers are a tough product to come by . 
most are unnecessarily complicated , and others have no sense of expediency -- the thrill-ride effect gets lost in the cumbersome plot . 
perhaps the ultimate escapist thriller was the fugitive , which featured none of the flash-bang effects of today's market but rather a bread-and-butter , textbook example of what a clever script and good direction is all about . 
the latest tony scott movie , enemy of the state , doesn't make it to that level . 
it's a true nineties product that runs like greased lightning through a maze of cell phones and laptop computers , without looking back . 
although director scott has made missteps in the past , such as the lame thriller the fan , he's generated a good deal of energy in pictures like crimson tide and top gun . 
that vibrant spirit is present here , shown in well-timed and carefully planned chase scenes that give the movie an aura of sheer speed . 
enemy of the state also features an unprecedented use of amazing cinematography -- director of photography daniel mindel throws a staggering amount of different views , angles , lenses , and film stocks at the audience that goes a long way toward involving the audience in the movie . 
enemy is truly a visual experience , and that's only one of the reasons it's such a fun watch . 
the movie lights up with an aging senator visited by nsa deputy chief thomas reynolds ( jon voight ) . 
reynolds wants a new communications act passed to allow the government free reign in the use of surveilance equipment , but the senator plans to bury the bill in committee . 
reynolds has the senator offed , but not before the murder is caught on a naturalist's camera . 
by an extremist chain of events , the tape ends up in labor lawyer robert dean ( will smith ) 's posession , and it's not long before he's running from reynolds' cronies . 
it's only with the help of an ex-spook named brill ( gene hackman ) that dean is able to get to the bottom of things . 
the acting is top notch , and the three principles - smith , hackman , and voight - are generally more mature and excellent all around . 
smith puts aside the wisecracking act and becomes a normal human being ; voight tones down the amount of sneer he puts into his character for greater ominpotence ; and hackman is simply over the top in the mysterioso role . 
smith's regular joe comes off particularly well , as he runs from authorties for reasons that he knows not . 
the supports are also in fine form , lending credibility to the main roles and advancing the plot in key areas . 
this is , for the holiday crowd , the hot ticket ; as well as anyone looking for a serving of genuine action in a market that is otherwise lacking .",0,1
"synopsis : it's 1977 in a small italian american neighborhood in new york . 
disco music is popular , and the sexual revolution is on , but the people of new york are not happy . 
in fact , they're terrified . 
as in spike lee's do the right thing a heat wave has the city in its grip , and peoples' tempers are flaring . 
the cool of night offers no respite : the neighborhood is being terrorized by a nocturnal psychotic killer who calls himself the son of sam . 
no one knows who the son of sam is , and no one is safe . 
all around new york people are different . 
aside from cultural groupings and ethnic neighborhoods there are differences between individuals . 
in the italian american section of town a philandering husband named vinny ( john leguizamo ) tries to hide his trysts and sexual behavior from his long suffering newlywed wife dionna ( mira sorvino ) . 
vinny's friend ritchie ( adrien brody ) hates disco , works at a gay strip club and doesn't want any of the neighborhood folks to know . 
ritchie's girl ruby ( jennifer esposito ) is trying to escape a reputation as a slut . 
everyone's different , but nobody in the film wants to be framed as "" alien "" to the community . 
unfortunately , the killings help create a climate of suspicion pits neighbor against neighbor . 
opinion : director spike lee's summer of sam is not about a psycho killer . 
nor is it about cops trying to apprehend him . 
it's about differences and how , given the right conditions , even close neighbors can fan the hostile flames of irrational suspicion . 
one thing i found interesting in summer of sam was the use of sex . 
in other movies sex is glamorized . 
for example , james bond gets a sexual reward for winning . 
or boring made-for-video "" suspense "" movies are spiked with gratuitous lingerie scenes just to keep the audience awake . 
and every movie or soap opera character in these flicks seems to have expert sexual prowess . 
not so with summer of sam . 
in a very gutsy move director spike lee shows sex without fantasy . 
sex is there , but it isn't gratuitous or titillating . 
in fact , some of the main characters are downright lousy in bed . 
sex is in the film because ( sexual ) deviance is part of the film's major theme of "" difference "" breeding hostility . 
in my opinion this kind of movie sex is cutting edge for 1999 , as rare and thought-provoking in american cinema as showing a spanking .",0,1
